Drug,Label,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,LogpSolubility,Ro5,Ghose,Veber,ExAC_loss_frequency,target_betweenness,target_degree,number_targets,Blood,Skin,Brain,Testis,Adipose Tissue,Muscle,Nerve,Blood Vessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,VagiNaN,Stomach,AdreNaNl Gland,Colon,Prostate,Spleen,Liver,Fallopian Tube,Ovary,Breast,Bladder,Cervix Uteri,Small Intestine,Salivary Gland
QuiNaNcrine,passed,399.2077403,5.151536958,1,4,37.39,0,3,9,118.9644,0.00239,0,1,1,0.52027027,65670.16596,604,2,5.034898281,6.243858814,5.673686504,10,10,2.501517773,10,4.792273521,8.01629734,6.02779007,5.824030399,10,10,10,10,5.930799484,8.568926334,6.897315502,10,5.864836216,10,10,4.245638132,10,10,10,10,8.907507896,7.029890537,9.288058281
Quinestrol,passed,364.2402303,5.397949011,1,2,29.46,0,5,2,108.27,0.00157,0,1,1,0.325443787,1307522.364,656,2,0.058904357,0.226209901,0.131807074,1.198394299,0.843457222,0.241446048,0.709412068,0.832736254,0.219112232,0.642335713,0.181783482,0.335101813,0.930546701,2.723376274,10,0.155825898,10,0.150477931,0.527429178,0.137783535,1.679577112,0.555809438,1.937414885,10,2.849998474,2.848439336,0.971309423,10,0.210876033,0.24623996
Quinethazone,passed,289.0287897,1.18539776,3,4,101.29,0,2,2,69.3412,2.51,1,1,0,0.547368421,27332.2638,26,1,7.818352222,5.826339245,10,10,4.403757572,10,10,2.288243055,5.158444405,10,7.119255543,10,6.623222351,4.308506966,3.516189337,9.910356522,3.188336015,10,7.108296871,10,7.633494854,4.74232316,10,2.807239294,4.536329746,6.693830729,3.976167679,3.055596113,10,10
Quinidine,passed,324.183778,2.513463951,1,4,45.59,0,4,4,94.6936,0.334,1,1,0,0.503875969,48947.977,28,0,2.272258759,8.151202679,10,10,2.274683952,0.322331607,2.191778421,4.723416805,10,6.67799902,4.757237911,3.608046174,2.57853961,10,10,5.586803436,10,6.067130089,1.460646749,8.44336319,6.674655676,10,2.212240815,8.049566507,5.244400024,2.612695575,8.739334106,10,4.834608078,10
Quinidine Barbiturate,passed,556.2685703,2.513463951,1,4,45.59,0,6,6,94.6936,NaN,0,0,0,0.452054795,17597.57613,46,1,0.071714014,2.978044033,10,0.664325982,0.566708505,0.322331607,1.753629804,0.838124275,10,2.099459887,0.937093258,3.608046174,2.57853961,10,3.421093941,1.274006248,6.515746355,5.291564465,0.792352498,5.472071409,3.28001225,0.356404424,2.212240815,9.400044918,2.7572124,1.555552959,2.804280043,3.451190472,3.246227741,7.917482376
Quinine,passed,324.183778,2.513463951,1,4,45.59,0,4,4,94.6936,0.334,1,1,0,0.571428571,5513.235535,24,2,6.992362976,3.201889396,0.660202742,1.706552088,1.295879722,0.086209349,1.524388552,1.193199277,0.237398028,3.141508102,1.221629977,0.333452746,0.729862779,0.264478311,1.035443127,0.251208633,3.580149055,7.533795357,0.338728264,10,10,10,0.191079997,2.265939236,0.28559497,7.493797064,10,1.567446947,7.794562817,10
Ramipril,passed,416.2311221,1.473811438,2,5,95.94,0,3,10,111.1868,0.039,1,1,0,0.574117647,370.0847639,8,2,0.07381805,1.012889147,0.509360015,1.40536952,2.493635178,0.281444043,0.769924194,0.463265717,0.652296543,6.122609138,0.764330089,1.166038543,2.922376871,2.143320382,1.077281952,0.570030272,0.835846007,0.899882436,0.985796779,2.308305621,1.307435334,0.511285901,0.09457102,0.53246817,0.414817899,1.885455549,0.780115008,1.234144688,10,1.890403271
Ranitidine,passed,314.1412613,0.981478466,2,5,86.26,0,1,10,95.153,0.0795,1,1,0,0.314285714,0,2,1,10,0.045038363,0.325259745,0.221022315,0.776055336,0.044881884,0.470182955,0.745898247,1.821844697,1.018737912,0.155532941,0.202703103,0.253450952,0.126850128,0.24445226,0.052632563,0.208487973,2.405904531,0.153050557,0.103488792,0.439286396,1.39695555,0.059423296,0.489713565,0.104441941,0.393557802,0.275490284,0.36600703,0.198955089,0.174687117
Rasagiline,passed,171.1047994,2.303901933,1,1,12.03,0,2,2,54.467,0.0249,1,1,1,0.404761905,243334.2738,208,2,2.046612978,2.551229239,10,5.512141943,10,10,10,10,10,10,10,10,10,10,10,2.839306831,10,10,10,10,10,7.218161821,10,10,10,10,10,10,10,10
Regadenoson,passed,390.1400157,-2.252042983,5,10,186.46,0,4,4,95.4784,4.85,1,0,0,0.419354839,2345.318284,22,6,0.42884317,0.03774544,0.136164486,0.680057883,0.053134538,0.029023934,0.079605177,0.054708093,0.078516766,0.156714424,0.075799063,0.429151922,0.084973201,0.199836791,0.150663383,0.027233768,0.085810978,0.088377818,0.052681597,0.106532414,0.132501036,0.257474139,0.611014992,0.085291881,0.158573344,0.084150653,0.071218617,0.084356651,0.142939895,0.049667113
Regorafenib,passed,482.0768809,4.486031697,3,3,92.35,0,3,6,114.7347,0.00102,1,0,0,0.528571429,1016222.47,518,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Remifentanil,failed,376.199822,1.51527884,0,4,76.15,0,2,9,100.5615,0.591,1,1,0,0.671052632,11098.77277,40,3,0,0,0.877372146,1.151926756,0.056483328,0.004911471,0,0.014569706,0.020022709,0.008182709,0,0,0.021385686,0.058915323,0,0,0,0.00690076,0,0.012455107,0.144849747,0.007657937,0,0.00252236,0.007879369,0.009061456,0.007494734,0,0.005416076,0.01454381
Remikiren,passed,630.345106,2.368042855,5,7,161.48,0,4,16,169.5993,0.0213,0,0,0,0.44,4185.45635,14,1,0,0.037913313,0.018294487,0.657298148,0.033332821,0,0.080587499,0.017614989,0,0.191260427,0.019285891,10,0.023476757,0.137720741,3.660399914,0.021801792,0.205447003,0.018934313,0.50322184,0.115187354,0.171764798,0.089629754,0.292095512,0.63037008,3.682036161,0.068660013,1.342231274,0.221349835,0.029924966,0.113536216
RescinNaNmine,passed,634.289031,4.070086812,1,8,117.78,0,6,11,171.1642,0.00349,0,0,0,0.574117647,370.0847639,8,1,0.07381805,1.012889147,0.509360015,1.40536952,2.493635178,0.281444043,0.769924194,0.463265717,0.652296543,6.122609138,0.764330089,1.166038543,2.922376871,2.143320382,1.077281952,0.570030272,0.835846007,0.899882436,0.985796779,2.308305621,1.307435334,0.511285901,0.09457102,0.53246817,0.414817899,1.885455549,0.780115008,1.234144688,10,1.890403271
Reserpine,passed,608.2733809,3.531495943,1,8,117.78,0,6,10,161.4185,0.0113,0,0,0,0.489932886,485.1571996,14,1,1.305498481,3.052100062,3.157995462,1.757405221,3.386632442,1.550373554,3.515752673,2.809069872,1.551374435,5.412709236,3.591173649,2.293737411,1.921528518,2.256370544,3.461298704,3.911991835,10,5.469656944,2.005632758,3.836916924,4.738250971,1.425735116,3.467369676,3.265321732,6.351439953,2.6016711,3.878075361,6.274841785,4.971491814,2.866327763
Ribavirin,passed,244.0807695,-2.768297395,4,7,143.72,0,2,3,64.5744,33.2,1,0,0,0.573333333,668.913434,10,6,10,10,10,10,10,10,10,10,8.250806808,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Ridogrel,passed,366.119127,3.132571605,1,5,71.78,0,2,9,88.8943,0.00839,1,1,0,0.774193548,5996.199314,28,5,10,0.558650494,0.789961874,0.571902007,2.837506771,0.240591705,4.653517723,10,1.081910968,9.622443199,1.692747116,3.328536153,2.054624557,0.958990216,3.029228687,0.442914635,2.116264343,1.754015088,5.626228333,2.089803815,2.849621773,10,2.094625473,2.847817183,0.884844363,1.391616404,2.022868633,2.906159878,4.181987762,2.640256882
Rifabutin,passed,846.4415088,4.186444051,5,13,205.55,0,6,5,232.6445,0.017,0,0,0,0.503311258,1511257.17,1958,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Rifampicin,passed,822.4051233,2.769896781,6,14,220.15,0,5,5,225.5828,0.0413,0,0,0,0.410852713,2279.214196,28,1,0.023618968,0.015720841,0.069959365,0.193559147,0.023541277,0,0.062067112,0.02094961,0.026172645,0.046433777,0.019581659,0.083607446,0.074731756,0.169299677,0.02841142,0.088530377,0.026902483,0.058307275,0.205532402,10,0.046103548,0.184821315,10,0.03947747,0.077228397,0.036540842,0.035564639,0.018445833,10,0.014732359
Rilpivirine,passed,366.1592946,5.473225503,2,6,97.42,0,3,5,111.7394,0.0116,0,1,0,0.410852713,2279.214196,28,2,0.023618968,0.015720841,0.069959365,0.193559147,0.023541277,0,0.062067112,0.02094961,0.026172645,0.046433777,0.019581659,0.083607446,0.074731756,0.169299677,0.02841142,0.088530377,0.026902483,0.058307275,0.205532402,10,0.046103548,0.184821315,10,0.03947747,0.077228397,0.036540842,0.035564639,0.018445833,10,0.014732359
Rimexolone,passed,370.250795,4.381232339,1,3,54.37,0,4,2,109.0676,0.0121,1,1,0,0.350282486,256392.7478,268,1,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
Risperidone,failed,410.2118043,2.627621084,0,4,61.94,0,5,4,114.5492,0.171,1,1,0,0.557692308,47272.59785,40,14,0.123829909,3.65049243,2.53534317,5.416719437,10,2.284672499,8.159985542,10,2.891987085,3.401805401,1.746618748,10,6.017980099,10,10,10,10,1.237327576,1.4302212,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,6.041281223
Ritodrine,passed,287.1521435,1.815584914,4,4,72.72,0,2,6,83.0167,0.179,1,1,0,0.359649123,89139.86205,74,2,2.362123251,5.376092196,0.941243947,0.346510902,10,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.37141639,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Rivaroxaban,passed,435.0655691,1.897644719,1,5,88.18,0,4,5,104.7437,0.01,1,1,0,0.442477876,52277.99648,42,1,0.041266054,6.513112307,0.576623261,7.059941292,8.646006584,0.655209661,5.945252657,5.535628319,2.917945862,7.343301296,2.298494577,1.821846962,3.909117818,2.471651196,7.405332327,1.188558817,10,3.233883619,3.593228698,1.458304644,5.461385727,2.000967979,10,10,10,5.203394175,4.737819672,10,3.73644805,2.835001707
Rivastigmine,failed,250.168128,2.409093134,0,2,32.78,0,1,5,73.3706,2.04,1,1,1,0.565445026,51784.02287,20,2,0.732271254,1.068140745,10,3.61620748,0.614776731,7.819921017,0.389408782,0.333128482,0.735573649,3.62605238,5.883807182,1.865379155,0.76601088,5.354573965,6.599007607,1.134945989,1.764389098,0.504009545,0.686827511,4.312083483,4.219288111,2.052807093,10,10,2.201324463,1.124231815,1.970343351,6.333235741,4.156428337,3.473966599
Rizatriptan,passed,269.1640456,1.767879314,1,3,49.74,0,3,5,93.1323,0.338,1,1,0,0.510638298,979.2168839,8,2,0,0.511459813,0.596027672,0.670101106,0.398438603,0.065241963,0.22407645,6.094659805,0.050220855,0.256452918,0.326801986,0.133022243,0.189550072,0.293837234,0.281890735,0.046227071,0.269901872,0.707660377,0.052988682,0.08228527,0.210191354,0.104586028,0.005652402,0.333720133,0.112887591,0.259599835,0.867104232,0.230847701,2.464858294,0.029114649
Rocuronium,passed,529.4005332,-0.331221682,1,4,59,1,6,6,161.6511,2.84E-05,0,0,0,0.471962617,10900.37916,22,1,0.066853531,0.01919488,0.290463626,0.230370156,0.012097524,0,0.01842277,0,6.764817238,0.491422206,0.476170391,0.072514819,0.025476971,0.189404316,0.047894161,0.551884294,0.081816386,0.327315122,0.150418796,3.630660295,6.240046263,0.309002265,0.130754955,0.167142754,0.020543205,0.01724054,4.940295696,0.17120789,0.732709706,1.633728981
Roflumilast,passed,402.0349541,4.447540533,1,4,60.45,0,3,7,93.9215,0.0062,1,1,0,0.555045872,1925.994271,10,3,3.974747896,4.51633358,9.195447922,10,7.818791866,10,3.461178899,4.815096855,3.795248985,7.362811565,3.173707247,2.353960276,7.63650465,2.672997236,5.834105253,4.368881702,5.490097284,7.491747379,3.108339906,5.318552256,5.672657967,7.171571016,0.813544869,5.084904909,0.696374178,6.740929365,5.841405392,7.382175922,4.444702148,6.40662241
Ropivacaine,failed,274.2045135,4.070950219,1,2,32.34,0,2,4,85.5923,0.253,1,1,1,0.544354839,311.9238613,4,1,0,0,0,0.190577067,0,0,0,0.007819257,0.046489272,0,0,0,0,0,0,0,0,0,0,0,0,0.007205453,0,0,0,0,0,0.009817842,0,0
Rosiglitazone,failed,357.1147122,2.446347899,1,5,71.53,0,3,7,97.7899,0.038,1,1,0,0.447619048,75952.25624,146,2,10,10,8.472581863,10,10,7.868625641,6.174320459,9.66242218,7.304772377,10,6.142457008,10,7.770501375,6.060421228,7.205866814,2.534630537,6.633232117,6.403473854,10,10,6.622997046,7.832043171,2.257158637,8.292957783,7.543433189,10,10,8.491678238,6.503117085,8.052556038
Rosuvastatin,passed,481.1682845,1.922960462,3,8,140.92,0,2,9,121.4383,0.0886,1,0,0,0.367346939,1690.254494,10,1,5.512534618,10,10,10,4.329241753,1.419259548,7.328582525,3.282855034,1.984687686,10,5.340079784,6.53853631,8.961287975,6.476886272,5.055175781,4.215137959,10,8.793976784,10,10,5.531991482,7.309770584,8.529820442,5.634627104,5.070178986,4.945702553,5.583544731,5.021118164,7.787988186,8.635258675
Rotigotine,passed,315.1656851,4.33912796,1,2,23.47,0,3,6,94.5579,0.00904,1,1,1,0.55625,47272.59785,40,0,0.123829909,0.408100531,1.911266565,2.477720618,3.535314798,2.284672499,3.442311168,1.389798522,2.891987085,0.403981656,1.746618748,1.998221219,1.201791346,10,1.470096409,0.574260592,1.216204584,1.237327576,1.231350124,1.222004235,1.434202433,7.903616905,2.873073339,2.384837389,2.308261633,1.795093417,1.985131741,1.179019928,1.94875145,6.041281223
Roxatidine Acetate,passed,348.2049074,1.313037347,1,4,67.87,0,2,10,96.3186,0.0612,1,1,0,0.314285714,0,2,1,10,0.045038363,0.325259745,0.221022315,0.776055336,0.044881884,0.470182955,0.745898247,1.821844697,1.018737912,0.155532941,0.202703103,0.253450952,0.126850128,0.24445226,0.052632563,0.208487973,2.405904531,0.153050557,0.103488792,0.439286396,1.39695555,0.059423296,0.489713565,0.104441941,0.393557802,0.275490284,0.36600703,0.198955089,0.174687117
RufiNaNmide,passed,238.0666173,1.266597642,1,3,73.8,0,2,3,67.0702,0.642,1,1,0,0.519543974,7105.417497,30,0,0.079700291,0.333490565,4.139884472,4.109348297,0.625623703,0.044611961,3.007522464,0.22113122,0.139306307,0.872975588,0.372923553,0.483651474,0.304474339,1.588385522,0.099928416,0.886416316,0.276389837,0.207161143,0.072686452,2.121888757,0.236005478,2.55947268,1.15797776,0.23888538,0.158239961,0.31607689,0.295707464,0.296512634,0.715037704,0.211070165
Ruxolitinib,passed,306.1592946,2.479321834,1,4,83.18,0,4,4,98.0065,0.116,1,1,0,0.336363636,439633.6717,422,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7.444472551,10,10,10,10,10,10,10
Salbutamol,passed,239.1521435,0.344416151,4,4,72.72,0,1,5,67.8709,2.15,1,1,0,0.457627119,89139.86205,74,1,2.362123251,5.376092196,2.66193819,0.497891709,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Salicylate-sodium,passed,160.0136387,1.977263402,1,3,60.36,0,1,1,46.1322,48.1,1,0,0,0.470588235,8170.888632,30,1,6.102405071,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Salicylic Acid,passed,138.0316941,1.977263402,2,3,57.53,0,1,1,35.2951,11.3,1,0,0,0.655172414,8170.888632,30,0,6.102405071,10,1.32149446,2.781517386,10,3.535234451,8.691450119,5.565985203,3.049853325,7.62326622,10,7.13095808,8.167417049,3.136099219,1.958506286,1.47846067,6.834624767,10,1.348212898,10,6.805960655,5.680968046,10,7.065508842,1.871321678,8.047014713,10,3.340286016,10,10
Salmeterol,passed,415.2722587,3.614696207,4,5,81.95,0,2,16,122.3904,0.00226,1,1,0,0.359649123,89139.86205,74,1,2.362123251,5.376092196,0.941243947,0.346510902,10,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.37141639,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Salsalate,passed,258.0528234,3.638698815,2,4,83.83,0,2,4,67.098,0.246,1,1,0,0.470588235,8170.888632,30,1,6.102405071,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Saprisartan,passed,610.0497232,3.347017868,2,4,120.22,0,5,8,137.1475,0.0151,0,0,0,0.417391304,57113.42547,48,1,0.019680383,4.10831809,0.104426496,1.279245079,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992672,8.311505318,0.534499943,1.601406753,1.0542382,2.139179051,0.904568195,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.928454578,10,7.664821625,1.565535426,1.411323667,2.821396589
Saxagliptin,passed,315.1946771,-0.079534432,2,4,90.35,0,5,2,83.9913,2.26,1,1,0,NaN,11668.31237,32,7,1.253376961,6.949012756,0.075143896,0.647781372,5.808351517,0.353051901,3.302512765,0.214750335,1.181527734,5.317162514,0.53790915,10,0.68171832,0.086823549,0.961601138,0.754391193,1.033184141,0.664976537,1.94280839,3.003344297,10,4.385354996,3.580456018,0.79557851,1.510428429,4.643785715,0.41001752,2.670410633,10,1.43121016
Scopolamine,passed,303.1470582,0.894952295,1,4,62.3,0,4,5,79.7213,6.61,1,1,0,0.505546751,23664.94249,22,3,0.061775491,0.56154722,8.412851334,5.980387688,0.093590349,0.020418044,0.162510723,0.081256516,6.764817238,1.19683969,0.476170391,0.132184703,0.162137412,1.146733701,0.109509081,0.493829697,0.081816386,0.513489544,0.064388951,3.630660295,10,4.869907141,0.130754955,0.167142754,0.225144267,0.69010514,4.940295696,0.17120789,10,4.811089993
Secobarbital,passed,238.1317425,2.033831925,2,3,75.27,0,1,5,62.648,1.21,1,1,0,0.52991453,24492.45266,46,20,0.081337392,0.174910083,10,2.011312246,0.264109761,0.372751176,2.609943628,0.335683554,0.731963158,0.37938875,0.852344751,1.291790813,1.455012619,10,3.421093941,0.697217941,0.453325734,1.330839872,0.179359749,0.356377825,0.817102194,0.809225529,10,9.400044918,0.814338088,0.324704558,0.756506622,0.633507609,1.239488721,0.274607092
Sertraline,passed,305.073805,5.149299974,1,1,12.03,0,3,2,85.741,0.000145,0,1,1,0.438271605,899.3097247,16,3,0.084211901,0.103767857,0.067612879,0.408133358,0.111081816,0.033454031,0.286698222,0.062439412,0.042957168,10,0.184468821,0.1258187,0.60743323,0.070946597,0.273122445,0.118998997,0.17983193,0.052482955,0.037582748,0.116031751,0.165628925,0.107961647,0.021815554,0.182832681,0.520193994,0.092856802,0.085438691,0.293606579,1.802167773,0.104218438
Sevoflurane,passed,200.0072122,2.274838758,0,1,9.23,0,0,4,23.3038,1.48,1,0,1,0.52991453,22183.96516,96,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
SildeNaNfil,failed,474.2049242,1.646482128,1,8,109.13,0,4,6,139.4405,0.433,1,0,0,0.794871795,47650.24204,30,3,1.551487684,1.562446892,1.00884831,3.725523472,6.32443428,1.373528957,5.902665615,10,1.449667692,7.692492485,10,0.865481526,6.609258652,1.92699194,4.250099659,3.093797684,7.628414392,2.468187809,2.328739524,7.926607609,10,4.674966812,0.371060699,9.198090553,2.123184443,5.730087042,5.362633705,8.618778229,4.781298161,2.135089874
Silodosin,passed,495.2344911,3.04673584,3,6,97.05,0,3,14,128.9196,0.0111,1,0,0,0.546511628,11762.58263,22,1,0,0.978405893,1.075728416,0.761629105,1.916011453,0.173607916,2.548811913,7.03880024,1.22844255,3.401805401,0.343037367,1.026302427,1.499414742,0.312252998,1.993112683,0.16825217,2.201523066,0.484036595,1.186374843,0.47661376,2.583077073,7.962255955,7.432229042,3.192496419,1.602347612,1.393755913,1.280347109,5.440880299,0.974303901,0.368365675
Simvastatin,passed,418.2719243,4.458201216,1,3,72.83,0,3,7,117.6834,0.0122,1,1,0,0.404109589,267863.8783,172,0,10,10,10,10,10,1.419259548,9.031729698,6.324053288,2.387649536,10,5.340079784,6.53853631,8.961287975,6.476886272,5.055175781,4.215137959,10,8.793976784,10,10,5.531991482,10,8.529820442,8.876694918,5.070178986,6.580794573,6.824397564,5.021118164,10,9.046638489
Sirolimus,failed,913.5551416,7.450839823,3,12,195.43,0,4,6,250.6632,0.00173,0,0,0,0.555555556,145928.6012,166,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Sitagliptin,failed,407.1180794,1.257216276,1,4,77.04,0,3,5,87.4946,0.034,1,1,0,NaN,11668.31237,32,1,1.253376961,6.949012756,0.075143896,0.647781372,5.808351517,0.353051901,3.302512765,0.214750335,1.181527734,5.317162514,0.53790915,10,0.68171832,0.086823549,0.961601138,0.754391193,1.033184141,0.664976537,1.94280839,3.003344297,10,4.385354996,3.580456018,0.79557851,1.510428429,4.643785715,0.41001752,2.670410633,10,1.43121016
Sitaxentan,failed,454.0060053,3.091685922,1,6,107.73,0,4,5,105.8045,0.0181,1,1,0,0.451612903,35386.69776,44,2,0.267313629,3.871869445,10,2.673476696,10,2.645693541,8.079380035,10,8.219938278,10,3.077477694,8.202320576,10,2.01355958,10,2.656100035,10,3.248455048,10,3.712582231,10,5.5992136,5.010503531,10,10,10,9.794879913,10,7.174242973,4.650928497
